16186	"Path"	0.998965673282048
16372	"Path"	0.948170534617622
17644	"Path"	0.999547482060896
18062	"Path"	0.99660611545672
18062	"Path"	0.99660611545672
18633	"Path"	0.999208093606568
22321	"Path"	0.999903031870192
27817	"Path"	0.999127286831728
29157	"Path"	0.995587950093736
29525	"Path"	0.99886870515224
33876	"Path"	0.999935354580128
34533	"Benign"	0.598244876850475
40438	"Benign"	0.9991919322516
44315	"Benign"	0.991579934061672
45341	"Path"	0.999062641411856
46010	"Benign"	0.996460663262008
46290	"Benign"	0.998965673282048
46492	"Path"	0.913213523821837
46492	"Path"	0.913213523821837
46506	"Benign"	0.964881375654535
51814	"Path"	0.799922425496154
51862	"Path"	0.684756609994182
51945	"Benign"	0.958837028896503
51977	"Path"	0.488024435968712
52120	"Benign"	0.999935354580128
52197	"Benign"	0.999886870515224
59189	"Benign"	0.981656862111319
65632	"Path"	0.997543474044864
65937	"Benign"	0.9991919322516
66358	"Benign"	0.996622276811688
67365	"Benign"	0.984323485681039
68093	"Path"	0.995814209063288
78392	"Benign"	0.999741418320512
94255	"Path"	0.998254573663456
96572	"Benign"	0.999628288835736
98638	"Path"	0.999305061736376
98938	"Benign"	0.988218372228328
99466	"Benign"	0.368107182106148
100245	"Benign"	0.999741418320512
101820	"Benign"	1
104329	"Benign"	0.999175770896632
131819	"Benign"	0.999983838645032
133848	"Benign"	0.992711228909432
133932	"Benign"	0.995991983967936
133998	"Benign"	0.760650332923912
134387	"Benign"	0.999773741030448
134394	"Benign"	0.999418191221152
134422	"Benign"	0.987507272609736
134454	"Benign"	0.999369707156248
134475	"Benign"	0.999983838645032
134487	"Benign"	0.998836382442304
134488	"Benign"	0.998933350572112
134541	"Benign"	0.900187471717629
134568	"Benign"	0.75961600620596
134779	"Benign"	0.160320641282565
135161	"Benign"	0.542730622535393
135370	"Benign"	0.986650720796432
135387	"Benign"	0.975822612967871
135445	"Benign"	0.982901286443855
135450	"Benign"	0.99830305772836
135570	"Benign"	0.998351541793264
135593	"Benign"	0.995911177193096
135854	"Benign"	0.999773741030448
